year,sex,age,mx,age_start,age_width
1930,male,55-59,0.02253,55,5
1931,male,55-59,0.02313,55,5
1932,male,55-59,0.02279,55,5
1933,male,55-59,0.02334,55,5
1934,male,55-59,0.02300,55,5
1935,male,55-59,0.02403,55,5
1936,male,55-59,0.02300,55,5
1937,male,55-59,0.02288,55,5
1938,male,55-59,0.02385,55,5
1939,male,55-59,0.02341,55,5
1940,male,55-59,0.02726,55,5
1941,male,55-59,0.02620,55,5
1942,male,55-59,0.02397,55,5
1943,male,55-59,0.02124,55,5
1944,male,55-59,0.02451,55,5
1945,male,55-59,0.01960,55,5
1946,male,55-59,0.01683,55,5
1947,male,55-59,0.01681,55,5
1948,male,55-59,0.01703,55,5
1949,male,55-59,0.01767,55,5
1950,male,55-59,0.01771,55,5
1951,male,55-59,0.01850,55,5
1952,male,55-59,0.01769,55,5
1953,male,55-59,0.01853,55,5
1954,male,55-59,0.01758,55,5
1955,male,55-59,0.01771,55,5
1956,male,55-59,0.01835,55,5
1957,male,55-59,0.01809,55,5
1958,male,55-59,0.01647,55,5
1959,male,55-59,0.01666,55,5
1960,male,55-59,0.01686,55,5
1961,male,55-59,0.01634,55,5
1962,male,55-59,0.01692,55,5
1963,male,55-59,0.01746,55,5
1964,male,55-59,0.01620,55,5
1965,male,55-59,0.01666,55,5
1966,male,55-59,0.01605,55,5
1967,male,55-59,0.01618,55,5
1968,male,55-59,0.01582,55,5
1969,male,55-59,0.01632,55,5
1970,male,55-59,0.01500,55,5
1971,male,55-59,0.01535,55,5
1972,male,55-59,0.01536,55,5
1973,male,55-59,0.01504,55,5
1974,male,55-59,0.01474,55,5
1975,male,55-59,0.01433,55,5
1976,male,55-59,0.01451,55,5
1977,male,55-59,0.01403,55,5
1978,male,55-59,0.01399,55,5
1979,male,55-59,0.01408,55,5
1980,male,55-59,0.01383,55,5
1981,male,55-59,0.01373,55,5
1982,male,55-59,0.01379,55,5
1983,male,55-59,0.01374,55,5
1984,male,55-59,0.01371,55,5
1985,male,55-59,0.01363,55,5
1986,male,55-59,0.01318,55,5
1987,male,55-59,0.01265,55,5
1988,male,55-59,0.01246,55,5
1989,male,55-59,0.01206,55,5
1990,male,55-59,0.01154,55,5
1991,male,55-59,0.01117,55,5
1992,male,55-59,0.01078,55,5
1993,male,55-59,0.01069,55,5
1994,male,55-59,0.01036,55,5
1995,male,55-59,0.01004,55,5
1996,male,55-59,0.00995,55,5
1997,male,55-59,0.00962,55,5
1998,male,55-59,0.00937,55,5
1999,male,55-59,0.00923,55,5
1925,total,55-59,0.01968,55,5
1926,total,55-59,0.01951,55,5
1927,total,55-59,0.01795,55,5
1928,total,55-59,0.01800,55,5
1929,total,55-59,0.01944,55,5
1930,total,55-59,0.01836,55,5
1931,total,55-59,0.01878,55,5
1932,total,55-59,0.01846,55,5
1933,total,55-59,0.01881,55,5
1934,total,55-59,0.01813,55,5
1935,total,55-59,0.01890,55,5
1936,total,55-59,0.01800,55,5
1937,total,55-59,0.01769,55,5
1938,total,55-59,0.01820,55,5
1939,total,55-59,0.01784,55,5
1940,total,55-59,0.02066,55,5
1941,total,55-59,0.01942,55,5
1942,total,55-59,0.01794,55,5
1943,total,55-59,0.01628,55,5
1944,total,55-59,0.01841,55,5
1945,total,55-59,0.01514,55,5
1946,total,55-59,0.01316,55,5
1947,total,55-59,0.01274,55,5
1948,total,55-59,0.01273,55,5
1949,total,55-59,0.01332,55,5
1950,total,55-59,0.01308,55,5
1951,total,55-59,0.01368,55,5
1952,total,55-59,0.01297,55,5
1953,total,55-59,0.01362,55,5
1954,total,55-59,0.01299,55,5
1955,total,55-59,0.01299,55,5
1956,total,55-59,0.01332,55,5
1957,total,55-59,0.01306,55,5
1958,total,55-59,0.01194,55,5
1959,total,55-59,0.01208,55,5
1960,total,55-59,0.01210,55,5
1961,total,55-59,0.01165,55,5
1962,total,55-59,0.01204,55,5
1963,total,55-59,0.01231,55,5
1964,total,55-59,0.01148,55,5
1965,total,55-59,0.01177,55,5
1966,total,55-59,0.01133,55,5
1967,total,55-59,0.01133,55,5
1968,total,55-59,0.01121,55,5
1969,total,55-59,0.01149,55,5
1970,total,55-59,0.01060,55,5
1971,total,55-59,0.01084,55,5
1972,total,55-59,0.01081,55,5
1973,total,55-59,0.01054,55,5
1974,total,55-59,0.01038,55,5
1975,total,55-59,0.01009,55,5
1976,total,55-59,0.01007,55,5
1977,total,55-59,0.00972,55,5
1978,total,55-59,0.00969,55,5
1979,total,55-59,0.00967,55,5
1980,total,55-59,0.00946,55,5
1981,total,55-59,0.00935,55,5
1982,total,55-59,0.00933,55,5
1983,total,55-59,0.00929,55,5
1984,total,55-59,0.00921,55,5
1985,total,55-59,0.00912,55,5
1986,total,55-59,0.00885,55,5
1987,total,55-59,0.00855,55,5
1988,total,55-59,0.00840,55,5
1989,total,55-59,0.00818,55,5
1990,total,55-59,0.00787,55,5
1991,total,55-59,0.00764,55,5
1992,total,55-59,0.00742,55,5
1993,total,55-59,0.00739,55,5
1994,total,55-59,0.00718,55,5
1995,total,55-59,0.00696,55,5
1996,total,55-59,0.00694,55,5
1997,total,55-59,0.00674,55,5
1998,total,55-59,0.00663,55,5
1999,total,55-59,0.00651,55,5
1925,female,60-64,0.02367,60,5
1926,female,60-64,0.02322,60,5
1927,female,60-64,0.02244,60,5
1928,female,60-64,0.02210,60,5
1929,female,60-64,0.02393,60,5
1930,female,60-64,0.02126,60,5
1931,female,60-64,0.02159,60,5
1932,female,60-64,0.02124,60,5
1933,female,60-64,0.02148,60,5
1934,female,60-64,0.02062,60,5
1935,female,60-64,0.02145,60,5
1936,female,60-64,0.02100,60,5
1937,female,60-64,0.02022,60,5
1938,female,60-64,0.02080,60,5
1939,female,60-64,0.02036,60,5
1940,female,60-64,0.02348,60,5
1941,female,60-64,0.02079,60,5
1942,female,60-64,0.02007,60,5
1943,female,60-64,0.01877,60,5
1944,female,60-64,0.02108,60,5
1945,female,60-64,0.01823,60,5
1946,female,60-64,0.01597,60,5
1947,female,60-64,0.01535,60,5
1948,female,60-64,0.01471,60,5
1949,female,60-64,0.01567,60,5
1950,female,60-64,0.01480,60,5
1951,female,60-64,0.01545,60,5
1952,female,60-64,0.01426,60,5
1953,female,60-64,0.01465,60,5
1954,female,60-64,0.01381,60,5
1955,female,60-64,0.01357,60,5
1956,female,60-64,0.01352,60,5
1957,female,60-64,0.01320,60,5
1958,female,60-64,0.01206,60,5
1959,female,60-64,0.01206,60,5
1960,female,60-64,0.01198,60,5
1961,female,60-64,0.01141,60,5
1962,female,60-64,0.01178,60,5
1963,female,60-64,0.01179,60,5
1964,female,60-64,0.01105,60,5
1965,female,60-64,0.01108,60,5
1966,female,60-64,0.01079,60,5
1967,female,60-64,0.01070,60,5
1968,female,60-64,0.01060,60,5
1969,female,60-64,0.01108,60,5
1970,female,60-64,0.01004,60,5
1971,female,60-64,0.00990,60,5
1972,female,60-64,0.00984,60,5
1973,female,60-64,0.00954,60,5
1974,female,60-64,0.00914,60,5
1975,female,60-64,0.00914,60,5
1976,female,60-64,0.00895,60,5
1977,female,60-64,0.00862,60,5
1978,female,60-64,0.00852,60,5
1979,female,60-64,0.00821,60,5
1980,female,60-64,0.00774,60,5
1981,female,60-64,0.00779,60,5
1982,female,60-64,0.00755,60,5
1983,female,60-64,0.00762,60,5
1984,female,60-64,0.00731,60,5
1985,female,60-64,0.00721,60,5
1986,female,60-64,0.00712,60,5
1987,female,60-64,0.00677,60,5
1988,female,60-64,0.00659,60,5
1989,female,60-64,0.00653,60,5
1990,female,60-64,0.00635,60,5
1991,female,60-64,0.00629,60,5
1992,female,60-64,0.00609,60,5
1993,female,60-64,0.00616,60,5
1994,female,60-64,0.00595,60,5
1995,female,60-64,0.00593,60,5
1996,female,60-64,0.00585,60,5
1997,female,60-64,0.00559,60,5
1998,female,60-64,0.00558,60,5
1999,female,60-64,0.00551,60,5
1925,male,60-64,0.03478,60,5
1926,male,60-64,0.03418,60,5
1927,male,60-64,0.03194,60,5
1928,male,60-64,0.03221,60,5
1929,male,60-64,0.03504,60,5
1930,male,60-64,0.03225,60,5
1931,male,60-64,0.03286,60,5
1932,male,60-64,0.03218,60,5
1933,male,60-64,0.03258,60,5
1934,male,60-64,0.03226,60,5
1935,male,60-64,0.03380,60,5
1936,male,60-64,0.03316,60,5
1937,male,60-64,0.03255,60,5
1938,male,60-64,0.03320,60,5
1939,male,60-64,0.03357,60,5
1940,male,60-64,0.03853,60,5
1941,male,60-64,0.03652,60,5
1942,male,60-64,0.03475,60,5
1943,male,60-64,0.03163,60,5
1944,male,60-64,0.03394,60,5
1945,male,60-64,0.02928,60,5
1946,male,60-64,0.02555,60,5
1947,male,60-64,0.02469,60,5
1948,male,60-64,0.02569,60,5
1949,male,60-64,0.02680,60,5
1950,male,60-64,0.02575,60,5
1951,male,60-64,0.02673,60,5
1952,male,60-64,0.02562,60,5
1953,male,60-64,0.02667,60,5
1954,male,60-64,0.02582,60,5
1955,male,60-64,0.02599,60,5
1956,male,60-64,0.02681,60,5
1957,male,60-64,0.02654,60,5
1958,male,60-64,0.02405,60,5
1959,male,60-64,0.02456,60,5
1960,male,60-64,0.02554,60,5
1961,male,60-64,0.02456,60,5
1962,male,60-64,0.02553,60,5
1963,male,60-64,0.02661,60,5
1964,male,60-64,0.02496,60,5
1965,male,60-64,0.02574,60,5
1966,male,60-64,0.02486,60,5
1967,male,60-64,0.02517,60,5
1968,male,60-64,0.02514,60,5
1969,male,60-64,0.02615,60,5
1970,male,60-64,0.02371,60,5
1971,male,60-64,0.02346,60,5
1972,male,60-64,0.02295,60,5
1973,male,60-64,0.02244,60,5
1974,male,60-64,0.02247,60,5
1975,male,60-64,0.02246,60,5
1976,male,60-64,0.02238,60,5
1977,male,60-64,0.02146,60,5
1978,male,60-64,0.02181,60,5
1979,male,60-64,0.02054,60,5
1980,male,60-64,0.01974,60,5
1981,male,60-64,0.01961,60,5
1982,male,60-64,0.01930,60,5
1983,male,60-64,0.01927,60,5
1984,male,60-64,0.01938,60,5
1985,male,60-64,0.01915,60,5
1986,male,60-64,0.01900,60,5
1987,male,60-64,0.01827,60,5
1988,male,60-64,0.01783,60,5
1989,male,60-64,0.01775,60,5
1990,male,60-64,0.01721,60,5
1991,male,60-64,0.01698,60,5
1992,male,60-64,0.01652,60,5
1993,male,60-64,0.01645,60,5
1994,male,60-64,0.01565,60,5
1995,male,60-64,0.01553,60,5
1996,male,60-64,0.01533,60,5
1997,male,60-64,0.01469,60,5
1998,male,60-64,0.01434,60,5
1999,male,60-64,0.01383,60,5
1925,total,60-64,0.02890,60,5
1926,total,60-64,0.02836,60,5
1927,total,60-64,0.02690,60,5
1928,total,60-64,0.02684,60,5
1929,total,60-64,0.02914,60,5
1930,total,60-64,0.02638,60,5
1931,total,60-64,0.02684,60,5
1932,total,60-64,0.02633,60,5
1933,total,60-64,0.02664,60,5
1934,total,60-64,0.02602,60,5
1935,total,60-64,0.02719,60,5
1936,total,60-64,0.02663,60,5
1937,total,60-64,0.02590,60,5
1938,total,60-64,0.02646,60,5
1939,total,60-64,0.02634,60,5
1940,total,60-64,0.03017,60,5
1941,total,60-64,0.02768,60,5
1942,total,60-64,0.02641,60,5
1943,total,60-64,0.02426,60,5
1944,total,60-64,0.02650,60,5
1945,total,60-64,0.02289,60,5
1946,total,60-64,0.02002,60,5
1947,total,60-64,0.01930,60,5
1948,total,60-64,0.01934,60,5
1949,total,60-64,0.02035,60,5
1950,total,60-64,0.01938,60,5
1951,total,60-64,0.02016,60,5
1952,total,60-64,0.01896,60,5
1953,total,60-64,0.01960,60,5
1954,total,60-64,0.01873,60,5
1955,total,60-64,0.01864,60,5
1956,total,60-64,0.01900,60,5
1957,total,60-64,0.01881,60,5
1958,total,60-64,0.01722,60,5
1959,total,60-64,0.01759,60,5
1960,total,60-64,0.01812,60,5
1961,total,60-64,0.01747,60,5
1962,total,60-64,0.01818,60,5
1963,total,60-64,0.01872,60,5
1964,total,60-64,0.01755,60,5
1965,total,60-64,0.01794,60,5
1966,total,60-64,0.01737,60,5
1967,total,60-64,0.01746,60,5
1968,total,60-64,0.01739,60,5
1969,total,60-64,0.01811,60,5
1970,total,60-64,0.01642,60,5
1971,total,60-64,0.01622,60,5
1972,total,60-64,0.01595,60,5
1973,total,60-64,0.01556,60,5
1974,total,60-64,0.01534,60,5
1975,total,60-64,0.01532,60,5
1976,total,60-64,0.01518,60,5
1977,total,60-64,0.01458,60,5
1978,total,60-64,0.01470,60,5
1979,total,60-64,0.01395,60,5
1980,total,60-64,0.01337,60,5
1981,total,60-64,0.01335,60,5
1982,total,60-64,0.01304,60,5
1983,total,60-64,0.01306,60,5
1984,total,60-64,0.01294,60,5
1985,total,60-64,0.01277,60,5
1986,total,60-64,0.01266,60,5
1987,total,60-64,0.01213,60,5
1988,total,60-64,0.01186,60,5
1989,total,60-64,0.01181,60,5
1990,total,60-64,0.01147,60,5
1991,total,60-64,0.01135,60,5
1992,total,60-64,0.01103,60,5
1993,total,60-64,0.01105,60,5
1994,total,60-64,0.01054,60,5
1995,total,60-64,0.01048,60,5
1996,total,60-64,0.01039,60,5
1997,total,60-64,0.00995,60,5
1998,total,60-64,0.00979,60,5
1999,total,60-64,0.00951,60,5
1925,female,65-69,0.03623,65,5
1926,female,65-69,0.03564,65,5
1927,female,65-69,0.03428,65,5
1928,female,65-69,0.03419,65,5
1929,female,65-69,0.03792,65,5
1930,female,65-69,0.03321,65,5
1931,female,65-69,0.03491,65,5
1932,female,65-69,0.03384,65,5
1933,female,65-69,0.03380,65,5
1934,female,65-69,0.03185,65,5
1935,female,65-69,0.03334,65,5
1936,female,65-69,0.03200,65,5
1937,female,65-69,0.03100,65,5
1938,female,65-69,0.03157,65,5
1939,female,65-69,0.03180,65,5
1940,female,65-69,0.03781,65,5
1941,female,65-69,0.03325,65,5
1942,female,65-69,0.03208,65,5
1943,female,65-69,0.03101,65,5
1944,female,65-69,0.03413,65,5
1945,female,65-69,0.03031,65,5
1946,female,65-69,0.02582,65,5
1947,female,65-69,0.02463,65,5
1948,female,65-69,0.02349,65,5
1949,female,65-69,0.02594,65,5
1950,female,65-69,0.02418,65,5
1951,female,65-69,0.02475,65,5
1952,female,65-69,0.02326,65,5
1953,female,65-69,0.02380,65,5
1954,female,65-69,0.02220,65,5
1955,female,65-69,0.02202,65,5
1956,female,65-69,0.02206,65,5
1957,female,65-69,0.02148,65,5
1958,female,65-69,0.01994,65,5
1959,female,65-69,0.01970,65,5
1960,female,65-69,0.01989,65,5
1961,female,65-69,0.01847,65,5
1962,female,65-69,0.01929,65,5
1963,female,65-69,0.01945,65,5
1964,female,65-69,0.01786,65,5
1965,female,65-69,0.01811,65,5
1966,female,65-69,0.01729,65,5
1967,female,65-69,0.01726,65,5
1968,female,65-69,0.01721,65,5
1969,female,65-69,0.01816,65,5
1970,female,65-69,0.01646,65,5
1971,female,65-69,0.01632,65,5
1972,female,65-69,0.01592,65,5
1973,female,65-69,0.01567,65,5
1974,female,65-69,0.01503,65,5
1975,female,65-69,0.01504,65,5
1976,female,65-69,0.01430,65,5
1977,female,65-69,0.01333,65,5
1978,female,65-69,0.01301,65,5
1979,female,65-69,0.01261,65,5
1980,female,65-69,0.01243,65,5
1981,female,65-69,0.01273,65,5
1982,female,65-69,0.01244,65,5
1983,female,65-69,0.01213,65,5
1984,female,65-69,0.01144,65,5
1985,female,65-69,0.01100,65,5
1986,female,65-69,0.01064,65,5
1987,female,65-69,0.01034,65,5
1988,female,65-69,0.01018,65,5
1989,female,65-69,0.01007,65,5
1990,female,65-69,0.00951,65,5
1991,female,65-69,0.00958,65,5
1992,female,65-69,0.00945,65,5
1993,female,65-69,0.00945,65,5
1994,female,65-69,0.00922,65,5
1995,female,65-69,0.00920,65,5
1996,female,65-69,0.00900,65,5
1997,female,65-69,0.00890,65,5
1998,female,65-69,0.00868,65,5
1999,female,65-69,0.00837,65,5
1925,male,65-69,0.05057,65,5
1926,male,65-69,0.04967,65,5
1927,male,65-69,0.04724,65,5
1928,male,65-69,0.04719,65,5
1929,male,65-69,0.05180,65,5
1930,male,65-69,0.04728,65,5
1931,male,65-69,0.04852,65,5
1932,male,65-69,0.04772,65,5
1933,male,65-69,0.04874,65,5
1934,male,65-69,0.04754,65,5
1935,male,65-69,0.04885,65,5
1936,male,65-69,0.04812,65,5
1937,male,65-69,0.04758,65,5
1938,male,65-69,0.04779,65,5
1939,male,65-69,0.04791,65,5
1940,male,65-69,0.05585,65,5
1941,male,65-69,0.05275,65,5
1942,male,65-69,0.05256,65,5
1943,male,65-69,0.04761,65,5
1944,male,65-69,0.05088,65,5
1945,male,65-69,0.04452,65,5
1946,male,65-69,0.03876,65,5
1947,male,65-69,0.03768,65,5
1948,male,65-69,0.03814,65,5
1949,male,65-69,0.04080,65,5
1950,male,65-69,0.03899,65,5
1951,male,65-69,0.04084,65,5
1952,male,65-69,0.03846,65,5
1953,male,65-69,0.04088,65,5
1954,male,65-69,0.03795,65,5
1955,male,65-69,0.03819,65,5
1956,male,65-69,0.03966,65,5
1957,male,65-69,0.03961,65,5
1958,male,65-69,0.03572,65,5
1959,male,65-69,0.03612,65,5
1960,male,65-69,0.03708,65,5
1961,male,65-69,0.03555,65,5
1962,male,65-69,0.03786,65,5
1963,male,65-69,0.03889,65,5
1964,male,65-69,0.03662,65,5
1965,male,65-69,0.03840,65,5
1966,male,65-69,0.03784,65,5
1967,male,65-69,0.03827,65,5
1968,male,65-69,0.03827,65,5
1969,male,65-69,0.04023,65,5
1970,male,65-69,0.03615,65,5
1971,male,65-69,0.03615,65,5
1972,male,65-69,0.03610,65,5
1973,male,65-69,0.03508,65,5
1974,male,65-69,0.03437,65,5
1975,male,65-69,0.03469,65,5
1976,male,65-69,0.03370,65,5
1977,male,65-69,0.03191,65,5
1978,male,65-69,0.03157,65,5
1979,male,65-69,0.03080,65,5
1980,male,65-69,0.03043,65,5
1981,male,65-69,0.03032,65,5
1982,male,65-69,0.02948,65,5
1983,male,65-69,0.02960,65,5
1984,male,65-69,0.02783,65,5
1985,male,65-69,0.02703,65,5
1986,male,65-69,0.02627,65,5
1987,male,65-69,0.02575,65,5
1988,male,65-69,0.02503,65,5
1989,male,65-69,0.02518,65,5
1990,male,65-69,0.02422,65,5
1991,male,65-69,0.02410,65,5
1992,male,65-69,0.02390,65,5
1993,male,65-69,0.02356,65,5
1994,male,65-69,0.02296,65,5
1995,male,65-69,0.02328,65,5
1996,male,65-69,0.02299,65,5
1997,male,65-69,0.02219,65,5
1998,male,65-69,0.02162,65,5
1999,male,65-69,0.02124,65,5
1925,total,65-69,0.04276,65,5
1926,total,65-69,0.04204,65,5
1927,total,65-69,0.04019,65,5
1928,total,65-69,0.04011,65,5
1929,total,65-69,0.04423,65,5
1930,total,65-69,0.03961,65,5
1931,total,65-69,0.04109,65,5
1932,total,65-69,0.04014,65,5
1933,total,65-69,0.04057,65,5
1934,total,65-69,0.03896,65,5
1935,total,65-69,0.04033,65,5
1936,total,65-69,0.03925,65,5
1937,total,65-69,0.03845,65,5
1938,total,65-69,0.03884,65,5
1939,total,65-69,0.03903,65,5
1940,total,65-69,0.04595,65,5
1941,total,65-69,0.04196,65,5
1942,total,65-69,0.04110,65,5
1943,total,65-69,0.03823,65,5
1944,total,65-69,0.04132,65,5
1945,total,65-69,0.03635,65,5
1946,total,65-69,0.03129,65,5
1947,total,65-69,0.03009,65,5
1948,total,65-69,0.02956,65,5
1949,total,65-69,0.03203,65,5
1950,total,65-69,0.03023,65,5
1951,total,65-69,0.03130,65,5
1952,total,65-69,0.02944,65,5
1953,total,65-69,0.03072,65,5
1954,total,65-69,0.02856,65,5
1955,total,65-69,0.02853,65,5
1956,total,65-69,0.02912,65,5
1957,total,65-69,0.02871,65,5
1958,total,65-69,0.02619,65,5
1959,total,65-69,0.02617,65,5
1960,total,65-69,0.02664,65,5
1961,total,65-69,0.02525,65,5
1962,total,65-69,0.02680,65,5
1963,total,65-69,0.02747,65,5
1964,total,65-69,0.02578,65,5
1965,total,65-69,0.02684,65,5
1966,total,65-69,0.02624,65,5
1967,total,65-69,0.02651,65,5
1968,total,65-69,0.02653,65,5
1969,total,65-69,0.02796,65,5
1970,total,65-69,0.02523,65,5
1971,total,65-69,0.02516,65,5
1972,total,65-69,0.02492,65,5
1973,total,65-69,0.02432,65,5
1974,total,65-69,0.02366,65,5
1975,total,65-69,0.02380,65,5
1976,total,65-69,0.02294,65,5
1977,total,65-69,0.02163,65,5
1978,total,65-69,0.02134,65,5
1979,total,65-69,0.02070,65,5
1980,total,65-69,0.02041,65,5
1981,total,65-69,0.02054,65,5
1982,total,65-69,0.02002,65,5
1983,total,65-69,0.01988,65,5
1984,total,65-69,0.01880,65,5
1985,total,65-69,0.01824,65,5
1986,total,65-69,0.01770,65,5
1987,total,65-69,0.01728,65,5
1988,total,65-69,0.01690,65,5
1989,total,65-69,0.01688,65,5
1990,total,65-69,0.01613,65,5
1991,total,65-69,0.01613,65,5
1992,total,65-69,0.01598,65,5
1993,total,65-69,0.01586,65,5
1994,total,65-69,0.01549,65,5
1995,total,65-69,0.01563,65,5
1996,total,65-69,0.01541,65,5
1997,total,65-69,0.01499,65,5
1998,total,65-69,0.01463,65,5
1999,total,65-69,0.01429,65,5
1925,female,70-74,0.05954,70,5
1926,female,70-74,0.05866,70,5
1927,female,70-74,0.05720,70,5
1928,female,70-74,0.05612,70,5
1929,female,70-74,0.06308,70,5
1930,female,70-74,0.05240,70,5
1931,female,70-74,0.05699,70,5
1932,female,70-74,0.05515,70,5
1933,female,70-74,0.05495,70,5
1934,female,70-74,0.05170,70,5
1935,female,70-74,0.05416,70,5
1936,female,70-74,0.05281,70,5
1937,female,70-74,0.05132,70,5
1938,female,70-74,0.05280,70,5
1939,female,70-74,0.05304,70,5
1940,female,70-74,0.06226,70,5
1941,female,70-74,0.05364,70,5
1942,female,70-74,0.05279,70,5
1943,female,70-74,0.05164,70,5
1944,female,70-74,0.05750,70,5
1945,female,70-74,0.05081,70,5
1946,female,70-74,0.04323,70,5
1947,female,70-74,0.04215,70,5
1948,female,70-74,0.03982,70,5
1949,female,70-74,0.04541,70,5
1950,female,70-74,0.04123,70,5
1951,female,70-74,0.04296,70,5
1952,female,70-74,0.03980,70,5
1953,female,70-74,0.04182,70,5
1954,female,70-74,0.03749,70,5
1955,female,70-74,0.03738,70,5
1956,female,70-74,0.03842,70,5
1957,female,70-74,0.03733,70,5
1958,female,70-74,0.03432,70,5
1959,female,70-74,0.03391,70,5
1960,female,70-74,0.03398,70,5
1961,female,70-74,0.03179,70,5
1962,female,70-74,0.03330,70,5
1963,female,70-74,0.03368,70,5
1964,female,70-74,0.03070,70,5
1965,female,70-74,0.03171,70,5
1966,female,70-74,0.03035,70,5
1967,female,70-74,0.03026,70,5
1968,female,70-74,0.03016,70,5
1969,female,70-74,0.03194,70,5
1970,female,70-74,0.02874,70,5
1971,female,70-74,0.02816,70,5
1972,female,70-74,0.02737,70,5
1973,female,70-74,0.02754,70,5
1974,female,70-74,0.02651,70,5
1975,female,70-74,0.02614,70,5
1976,female,70-74,0.02510,70,5
1977,female,70-74,0.02380,70,5
1978,female,70-74,0.02353,70,5
1979,female,70-74,0.02253,70,5
1980,female,70-74,0.02203,70,5
1981,female,70-74,0.02157,70,5
1982,female,70-74,0.02087,70,5
1983,female,70-74,0.02078,70,5
1984,female,70-74,0.01974,70,5
1985,female,70-74,0.01989,70,5
1986,female,70-74,0.01960,70,5
1987,female,70-74,0.01870,70,5
1988,female,70-74,0.01809,70,5
1989,female,70-74,0.01691,70,5
1990,female,70-74,0.01592,70,5
1991,female,70-74,0.01537,70,5
1992,female,70-74,0.01511,70,5
1993,female,70-74,0.01507,70,5
1994,female,70-74,0.01509,70,5
1995,female,70-74,0.01504,70,5
1996,female,70-74,0.01503,70,5
1997,female,70-74,0.01446,70,5
1998,female,70-74,0.01439,70,5
1999,female,70-74,0.01409,70,5
1925,male,70-74,0.07775,70,5
1926,male,70-74,0.07691,70,5
1927,male,70-74,0.07432,70,5
1928,male,70-74,0.07273,70,5
1929,male,70-74,0.07999,70,5
1930,male,70-74,0.07129,70,5
1931,male,70-74,0.07566,70,5
1932,male,70-74,0.07286,70,5
1933,male,70-74,0.07438,70,5
1934,male,70-74,0.07110,70,5
1935,male,70-74,0.07488,70,5
1936,male,70-74,0.07378,70,5
1937,male,70-74,0.07175,70,5
1938,male,70-74,0.07403,70,5
1939,male,70-74,0.07657,70,5
1940,male,70-74,0.08807,70,5
1941,male,70-74,0.07982,70,5
1942,male,70-74,0.08054,70,5
1943,male,70-74,0.07321,70,5
1944,male,70-74,0.07790,70,5
1945,male,70-74,0.06870,70,5
1946,male,70-74,0.06079,70,5
1947,male,70-74,0.06017,70,5
1948,male,70-74,0.05854,70,5
1949,male,70-74,0.06552,70,5
1950,male,70-74,0.06131,70,5
1951,male,70-74,0.06448,70,5
1952,male,70-74,0.06009,70,5
1953,male,70-74,0.06416,70,5
1954,male,70-74,0.05927,70,5
1955,male,70-74,0.06010,70,5
1956,male,70-74,0.06169,70,5
1957,male,70-74,0.06121,70,5
1958,male,70-74,0.05516,70,5
1959,male,70-74,0.05619,70,5
1960,male,70-74,0.05727,70,5
1961,male,70-74,0.05383,70,5
1962,male,70-74,0.05706,70,5
1963,male,70-74,0.05858,70,5
1964,male,70-74,0.05496,70,5
1965,male,70-74,0.05682,70,5
1966,male,70-74,0.05421,70,5
1967,male,70-74,0.05574,70,5
1968,male,70-74,0.05653,70,5
1969,male,70-74,0.06016,70,5
1970,male,70-74,0.05476,70,5
1971,male,70-74,0.05559,70,5
1972,male,70-74,0.05443,70,5
1973,male,70-74,0.05396,70,5
1974,male,70-74,0.05340,70,5
1975,male,70-74,0.05329,70,5
1976,male,70-74,0.05232,70,5
1977,male,70-74,0.05002,70,5
1978,male,70-74,0.04983,70,5
1979,male,70-74,0.04820,70,5
1980,male,70-74,0.04778,70,5
1981,male,70-74,0.04691,70,5
1982,male,70-74,0.04492,70,5
1983,male,70-74,0.04472,70,5
1984,male,70-74,0.04296,70,5
1985,male,70-74,0.04317,70,5
1986,male,70-74,0.04282,70,5
1987,male,70-74,0.04146,70,5
1988,male,70-74,0.03935,70,5
1989,male,70-74,0.03764,70,5
1990,male,70-74,0.03537,70,5
1991,male,70-74,0.03463,70,5
1992,male,70-74,0.03450,70,5
1993,male,70-74,0.03445,70,5
1994,male,70-74,0.03397,70,5
1995,male,70-74,0.03411,70,5
1996,male,70-74,0.03416,70,5
1997,male,70-74,0.03364,70,5
1998,male,70-74,0.03319,70,5
1999,male,70-74,0.03278,70,5
1925,total,70-74,0.06758,70,5
1926,total,70-74,0.06669,70,5
1927,total,70-74,0.06473,70,5
1928,total,70-74,0.06340,70,5
1929,total,70-74,0.07051,70,5
1930,total,70-74,0.06065,70,5
1931,total,70-74,0.06515,70,5
1932,total,70-74,0.06288,70,5
1933,total,70-74,0.06340,70,5
1934,total,70-74,0.06014,70,5
1935,total,70-74,0.06316,70,5
1936,total,70-74,0.06188,70,5
1937,total,70-74,0.06014,70,5
1938,total,70-74,0.06194,70,5
1939,total,70-74,0.06316,70,5
1940,total,70-74,0.07332,70,5
1941,total,70-74,0.06485,70,5
1942,total,70-74,0.06465,70,5
1943,total,70-74,0.06080,70,5
1944,total,70-74,0.06611,70,5
1945,total,70-74,0.05832,70,5
1946,total,70-74,0.05056,70,5
1947,total,70-74,0.04967,70,5
1948,total,70-74,0.04761,70,5
1949,total,70-74,0.05373,70,5
1950,total,70-74,0.04944,70,5
1951,total,70-74,0.05165,70,5
1952,total,70-74,0.04786,70,5
1953,total,70-74,0.05059,70,5
1954,total,70-74,0.04595,70,5
1955,total,70-74,0.04617,70,5
